"Total debt service (% of exports of goods, services and primary income)",Short-term debt (% of total external debt),Real interest rate (%),Total reserves minus gold (in %),Trade (% of GDP),Imports of goods and services (current US$),Exports of goods and services (current US$),Current account balance (% of GDP),"Portfolio investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)",Real GDP (current US$),GDP growth (annual %),"Inflation, consumer prices (annual %)",Broad money growth (annual %),Broad money to total reserves ratio,REER 5 Year rolling,General government final consumption expenditure (% of GDP),Gross fixed capital formation (current US$),"Unemployment, total (% of total labor force) (national estimate)",Domestic credit to private sector (% of GDP),Lending interest rate (%),Deposit interest rate (%),Contagion,Soft peg,Peg,Real GDP growth (Annual percent change),Left Government (democ),Polity (polity),Durable (durable),Turnover (xconst),Legislative/Executive election (exrec),State fragility index (sfi),Years (poleff),Economic Effectiveness (ecoeff),Presist (presistance),Target
0,0,0.698126197,0.00248771,0.096204371,0.036046264,0.036220997,0.380275014,0.320991697,0.020149974,0.085929892,0.769326261,0.046256902,0.134056551,0.313352863,0.797517102,0.411931986,0.05024763,0.405535047,0.123437854,0.120796459,0.086008967,0,1,0,0.828193833,0.897959184,0.846938776,0.025862069,0.957894737,0.947916667,0.333333333,0.666666667,0,0.063829787,0
0,0,0.700777044,0.002496821,0.085153024,0.033811582,0.034934621,0.374878058,0.316137544,0.022196624,0.088160586,0.657834715,0.047619952,0.185297894,0.322492444,0.807182769,0.416735451,0.051870519,0.425461254,0.133904217,0.122889916,0.08770302,0,1,0,0.704845815,0.897959184,0.846938776,0.034482759,0.957894737,0.947916667,0.333333333,0.666666667,0,0.063829787,0
0,0,0.710749084,0.002505848,0.102630548,0.043044545,0.048447141,0.469448142,0.327285294,0.026119983,0.09572846,0.801203259,0.049761287,0.203535524,0.325597468,0.809838247,0.389680044,0.059793657,0.406642057,0.13120902,0.126003319,0.089868802,0,1,0,0.859030837,0.897959184,0.846938776,0.043103448,0.957894737,0.947916667,0.333333333,0.666666667,0,0.063829787,0
0,0,0.721088367,0.002066488,0.109417781,0.055098368,0.067333157,0.546584135,0.327090891,0.025828694,0.112083356,0.858594737,0.051967462,0.207501137,0.387234047,0.806297559,0.368227056,0.078162093,0.326937258,0.133904491,0.133864188,0.094032901,0,1,0,0.920704846,0,0,0,0,0,0.333333333,0.666666667,0,0.063829787,0
0,0,0.721638277,0.006013489,0.099338225,0.069612198,0.085123382,0.555687738,0.331312292,0.027191239,0.136572579,0.828347067,0.082124507,0.223323224,0.142850596,0.797141204,0.362865525,0.107272288,0.263837635,0.126045024,0.132412421,0.093163273,0,1,0,0.889867841,0.969387755,0.959183674,0,0.989473684,0.989583333,0.333333333,0.666666667,0,0.010638298,0
0,0,0.71301964,0.005987432,0.085755027,0.084342701,0.088738498,0.451487441,0.329321411,0.025760394,0.162163315,0.626354336,0.07147988,0.212436943,0.153282743,0.778561766,0.427423141,0.141910431,0.269372685,0.145322805,0.1298296,0.092358068,0,1,0,0.674008811,0.969387755,0.959183674,0.00862069,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,0
0,0,0.70381001,0.005000902,0.080679851,0.097844272,0.093100439,0.39764023,0.324622349,0.02250319,0.174707783,0.741622135,0.092631044,0.195336748,0.179061906,0.765989922,0.444158693,0.186399937,0.256088565,0.154005159,0.126230825,0.089736647,0,1,0,0.797356828,0.969387755,0.959183674,0.017241379,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,0
0,0,0.69277616,0.003871756,0.078509266,0.115804705,0.103492906,0.366807617,0.308780384,0.023698616,0.199783944,0.778631652,0.098222446,0.225839727,0.234597588,0.771338252,0.427202223,0.227238282,0.251660525,0.152334493,0.121549926,0.086592783,0,1,0,0.837004405,0.969387755,0.959183674,0.025862069,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,0
0,0,0.682586564,0.004576347,0.07600926,0.118045032,0.112785545,0.401356496,0.293449467,0.021036237,0.214864943,0.590423775,0.075257324,0.180887634,0.199563725,0.761634502,0.450839541,0.232091795,0.262730625,0.146455897,0.116475507,0.083098739,0,1,0,0.634361234,0.969387755,0.959183674,0.034482759,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,0
0,0,0.678105714,0.004928609,0.071690895,0.12284269,0.12261683,0.428033583,0.271093115,0.019863526,0.236970461,0.618322852,0.064860402,0.191496187,0.190443614,0.758492849,0.426907264,0.252352193,0.303690048,0.145804178,0.111334669,0.079565279,0,1,0,0.665198238,0.969387755,0.959183674,0.043103448,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,0
0,0,0.678640851,0.005325822,0.075790061,0.153923349,0.147484488,0.396690937,0.291931939,0.020421581,0.268663553,0.716597713,0.075644392,0.205065217,0.176709883,0.772419515,0.390544317,0.298032787,0.259409595,0.148167073,0.10616483,0.07619243,0,1,0,0.77092511,0.969387755,0.959183674,0.051724138,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,0
0,0,0.673186313,0.005574617,0.084700184,0.205127881,0.193040752,0.380170636,0.262423061,0.023679448,0.324151073,0.73081371,0.062502753,0.185105006,0.165679499,0.846290207,0.372410219,0.371630809,0.212915122,0.145197812,0.102005843,0.073786691,0,1,0,0.784140969,0.969387755,0.959183674,0.060344828,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,0
0,0,0.701136339,0.005376204,0.085145806,0.230324983,0.200490213,0.332993233,0.244168559,0.02396644,0.356184648,0.659965242,0.065769926,0.186623019,0.178460184,0.914993303,0.399326559,0.404411132,0.211808112,0.158477902,0.145917947,0.106337602,0,1,0,0.709251101,0.969387755,0.959183674,0.068965517,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,1
0,0,0.732587202,0.003275212,0.096568555,0.225263831,0.214050325,0.378199409,0.248034003,0.026039997,0.335228655,0.589269298,0.062194963,0.175724461,0.303721871,0.959115572,0.385536585,0.358873358,0.273800725,0.177975195,0.160250751,0.113692414,1,1,0,0.634361234,0.969387755,0.959183674,0.077586207,0.989473684,0.989583333,0.333333333,0.666666667,0,0.106382979,1
0,0,0.830413574,0.013745104,0.122314405,0.14980833,0.20078667,0.642881684,0.332085596,0.042564551,0.235908219,0.124854107,0.084829829,0.259096516,0.085328195,0.861584552,0.47713878,0.207934098,0.755350552,0.198733364,0.220333745,0.139837984,0,0,0,0.136563877,0.979591837,0.979591837,0.086206897,0.989473684,1,0.166666667,0.333333333,0,0.106382979,1
0,0,0.845159762,0.015121803,0.101822894,0.182830176,0.214908838,0.512582134,0.276004889,0.052542549,0.311430737,0.806943975,0.035501356,0.261364573,0.091542316,0.753890724,0.452057738,0.263368808,0.686715879,0.219315559,0.116442993,0.083597364,0,0,0,0.86784141,0.979591837,0.979591837,0.094827586,0.989473684,1,0.166666667,0.333333333,0,0.223404255,1
0,0,0.728237197,0.017022779,0.116678619,0.251272799,0.259469827,0.456661385,0.259920593,0.049879119,0.348055089,0.708056049,0.046148017,0.248739062,0.093337026,0.614126649,0.43850811,0.323129545,0.434317334,0.239229497,0.101418565,0.083500821,0,0,0,0.762114537,0.979591837,0.979591837,0.103448276,0.989473684,1,0.166666667,0.333333333,0,0.223404255,0
0,0,0.60959599,0.019202104,0.107596463,0.225872266,0.230841863,0.4272938,0.289379389,0.036320206,0.325153505,0.535094946,0.059453762,0.635602774,0.155423581,0.422158206,0.50417579,0.297396876,0.394464947,0.367175844,0.086644299,0.060901008,0,0,0,0.577092511,0.979591837,0.979591837,0.112068966,0.989473684,1,0.166666667,0.333333333,0,0.223404255,0
0,0,0.593294458,0.019813925,0.098515726,0.243065113,0.247729352,0.432708491,0.323628255,0.030973548,0.368894645,0.653160917,0.049851698,0.174793613,0.154705495,0.299340536,0.50314599,0.336628774,0.322509218,0.405465071,0.070060039,0.052010286,0,0,0,0.700440529,0.979591837,0.979591837,0.120689655,0.989473684,1,0.166666667,0.333333333,0,0.223404255,0
0,0,0.560369962,0.022699879,0.105135066,0.284024892,0.292934634,0.453284213,0.232398827,0.033069368,0.407493137,0.46501723,0.055392261,0.103480112,0.126604005,0.31451116,0.534665585,0.388283762,0.355719544,0.399226544,0.060656896,0.04466425,0,0,0,0.497797357,0.979591837,0.979591837,0.129310345,0.989473684,1,0.166666667,0.333333333,0,0.223404255,0
0,0,0.560311407,0.025836427,0.125876179,0.35859209,0.387492219,0.497894858,0.289957213,0.044475669,0.456881753,0.549273656,0.055950199,0.125015696,0.10566651,0.337655448,0.552734833,0.435139023,0.363468641,0.377866481,0.054785449,0.040697215,0,0,0,0.59030837,0.979591837,0.979591837,0.137931035,0.989473684,1,0.166666667,0.333333333,0,0.223404255,0
0,0,0.624335519,0.023117796,0.121909345,0.420195562,0.438628144,0.446789036,0.344439076,0.040831616,0.543031011,0.512743143,0.049789341,0.129421271,0.123112596,0.40250762,0.58921006,0.503889255,0.370110701,0.395925395,0.049296604,0.039091093,0,0,0,0.550660793,0.979591837,0.979591837,0.146551724,0.989473684,1,0,0,0,0.223404255,0
0,0,0.685062495,0.023311815,0.127368597,0.502157499,0.49913582,0.423087336,0.451428616,0.030923415,0.614677204,0.552024606,0.046024151,0.165170574,0.132467719,0.512023406,0.628254486,0.56810659,0.344649444,0.444344081,0.05625699,0.047323568,0,0,0,0.594713656,0.979591837,0.979591837,0.155172414,0.989473684,1,0,0,0,0.223404255,0
0,0,0.607731846,0.022970823,0.134928887,0.582639099,0.583494867,0.437950895,0.471312118,0.028954247,0.663399258,0.57402152,0.048175509,0.154213927,0.138386516,0.607184336,0.633801431,0.625570495,0.318081178,0.472458128,0.066219318,0.054388752,0,0,0,0.616740088,0.979591837,0.979591837,0.163793103,0.989473684,1,0,0,0,0.223404255,1
0,0,0.61436494,0.01966666,0.185700273,0.683216451,0.66420381,0.422412479,0.338533208,0.034256609,0.593892757,0.459497416,0.06392472,0.161567381,0.176265223,0.621835764,0.680319498,0.57425637,0.312546128,0.524531164,0.077108717,0.061726011,0,0,0,0.493392071,0.979591837,0.979591837,0.172413793,0.989473684,1,0,0,0,0.223404255,1
0,0,0.534791633,0.029514956,0.163688529,0.526251284,0.56756478,0.493880617,0.049842499,0.032366919,0.53463219,0.368246581,0.049809254,0.14816921,0.116801639,0.576357099,0.727326374,0.515301279,0.356826554,0.508865129,0.050282536,0.036572201,0,0,0,0.396475771,0.979591837,0.979591837,0.181034483,0.989473684,1,0,0,0,0.223404255,1
0,0,0.560599906,0.026245304,0.176042428,0.690548669,0.717461349,0.471138134,0.097354394,0.030255166,0.64609349,0.615337065,0.051154912,0.122883621,0.128786232,0.49773441,0.692320606,0.61180359,0.352398514,0.476125376,0.047854494,0.040512906,0,0,0,0.660792952,0.979591837,0.979591837,0.189655172,0.989473684,1,0,0,0,0.223404255,0
0,0,0.621297504,0.024986139,0.209277323,0.892447522,0.890257771,0.447254987,0.25471856,0.029409381,0.714447332,0.487143801,0.059154794,0.119628237,0.136117122,0.385371049,0.705209773,0.668666151,0.315867158,0.486284529,0.052195538,0.043628608,0,0,0,0.524229075,0.979591837,0.979591837,0.198275862,0.989473684,1,0,0,0,0.223404255,0
0,0,0.609777714,0.026038826,0.20902399,0.89533662,0.92108756,0.500543697,0.289155906,0.028786577,0.728328907,0.434408563,0.045617272,0.115296071,0.130544652,0.292193201,0.729264138,0.668539104,0.295940951,0.478999841,0.045809053,0.038871677,0,0,0,0.466960352,0.979591837,0.979591837,0.206896552,0.989473684,1,0,0,0,0.223404255,0
0,0,0.591959462,0.025663245,0.19141451,0.872052023,0.936502016,0.53950379,0.375814977,0.031956074,0.780199301,0.465733064,0.039096775,0.114211573,0.133787155,0.32387009,0.751588377,0.705706651,0.289298891,0.469840448,0.032521043,0.030340796,0,0,0,0.502202643,0.979591837,0.979591837,0.215517241,0.989473684,1,0,0,0,0.223404255,0
0,0,0.582707914,0.024874878,0.174200468,0.865797842,0.945654218,0.53859858,0.490326462,0.026802865,0.842846657,0.46728434,0.03890115,0.136898947,0.145225387,0.448744382,0.770687191,0.760693688,0.325830248,0.482288099,0.025810819,0.026601954,0,0,0,0.502202643,0.979591837,0.979591837,0.224137931,0.989473684,1,0.083333333,0.333333333,0,0.223404255,0
0,0,0.477141382,0.025507837,0.147264,0.721973289,0.839154462,0.572380331,0.592217902,0.021007182,0.814398996,0.45111815,0.034716403,0.137198299,0.144620808,0.571127938,0.759805114,0.752547211,0.377859771,0.484668089,0.012920125,0.018948736,0,0,0,0.484581498,0.979591837,0.979591837,0.232758621,0.989473684,1,0.083333333,0.333333333,0,0.223404255,0
0,0,0.513076598,0.025133917,0.134293792,0.68416846,0.801678676,0.558596109,0.686136662,0.029864327,0.842550966,0.456780663,0.036669879,0.13028911,0.150522324,0.692086308,0.771823841,0.789048167,0.388929897,0.495579873,0.009991759,0.016298195,0,0,0,0.488986784,0.979591837,0.979591837,0.24137931,0.989473684,1,0,0,0,0.223404255,0
0,0,0.508558403,0.024353637,0.142544873,0.801033883,0.885309612,0.518021076,0.637039387,0.034843189,0.907100961,0.465524575,0.043830284,0.117226435,0.155336721,0.802526024,0.785567318,0.905829074,0.388929897,0.502353034,0.011919477,0.017483039,0,0,0,0.502202643,0.979591837,0.979591837,0.25,0.989473684,1,0,0,0,0.223404255,0
0,0,0.576986802,0.02377173,0.146927049,0.876605499,0.958352091,0.51499113,0.580860131,0.02817337,0.977817052,0.455158172,0.040381344,0.127672051,0.165771708,0.901372716,0.83416327,0.927478865,0.407749067,0.521300948,0.015201012,0.021230659,0,0,0,0.488986784,0.979591837,0.979591837,0.25862069,0.989473684,1,0,0,0,0.223404255,0
0,0,0.617852111,0.025162398,0.139345469,0.82128801,0.863806345,0.496200712,0.553699169,0.026107304,0.949669159,0.427892238,0.03233611,0.13529714,0.166660467,0.939493256,0.912971312,0.879472213,0.399999997,0.562358279,0.011375007,0.01940512,0,0,0,0.45814978,0.979591837,0.979591837,0.25862069,0.989473684,1,0,0,0,0.223404255,0
0,0,0.517134502,0.027513112,0.123998936,0.731482286,0.794889997,0.51805112,0.550294692,0.025296018,0.922806765,0.30065032,0.033471941,0.147766755,0.166593569,0.924739391,0.988380657,0.902080326,0.419926204,0.617306467,0,0.012120521,0,0,0,0.321585903,0.979591837,0.979591837,0.25862069,0.989473684,1,0,0,0,0.223404255,0
0,0,0.484871321,0.026182908,0.148747764,0.932973988,0.999581296,0.523950939,0.431082531,0.025296018,1,0.500932028,0.047908714,0.147766755,0.166593569,0.924504231,1,1,0.387822887,0.617306467,0.001456825,0.012497916,0,0,0,0.537444934,0.979591837,0.979591837,0.25862069,0.989473684,1,0,0,0,0.223404255,0
0,0,0.615879599,0.054786205,0.597521681,0.001929225,0.001854627,0.176844309,0.325484922,0.097698971,0.035763114,0.908665715,0.032927648,0.184412595,0.012709904,0.240022581,0.510296281,0,0.655719546,0.131806403,0.111258756,0.067825766,0,0,1,0.70660793,0.897959184,0.857142857,0.043103448,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.62574464,0.066803297,0.569926317,0.002448498,0.002233375,0.176844309,0.325484922,0.102437542,0.035907631,0.845843666,0.042480679,0.144231786,0.003352422,0.240022581,0.559684544,0.000358319,0.51623618,0.130044621,0.111258756,0.067825766,0,0,1,0.70660793,0.897959184,0.857142857,0.051724138,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.628645256,0.066900394,0.498976068,0.002671468,0.002500748,0.029434683,0.325150929,0.115789257,0.036133828,0.882919837,0.04483462,0.249946635,0.004755826,0.240022581,0.521715305,0.000703289,0.505166027,0.15188032,0.111258756,0.067825766,0,0,1,0.70660793,0.897959184,0.857142857,0.060344828,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.63208563,0.064377656,0.538096686,0.004556991,0.00446042,0.118273207,0.325316158,0.176757779,0.036486744,0.771437199,0.174077727,0.184659998,0.003457946,0.240022581,0.432212816,0.001179165,0.484132863,0.187770517,0.111258756,0.067825766,0,1,0,0.70660793,0.897959184,0.857142857,0.068965517,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.645367195,0.056000947,0.698177263,0.00985891,0.009036676,0,0.325411898,0.125820098,0.037124988,0.587084983,0.194187816,0.171370718,0.005126973,0.240022581,0.38558337,0.002377553,0.424354244,0.164329508,0.111258756,0.067825766,0,1,0,0.70660793,0.897959184,0.857142857,0.077586207,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.660041688,0.055493712,0.626871598,0.009396218,0.008930319,0.196849122,0.325505017,0.103375827,0.037730069,0.499599615,0.048189921,0.200090593,0.008672409,0.240022581,0.405933649,0.002390388,0.488560903,0.175270371,0.111258756,0.067825766,0,1,0,0.70660793,0.897959184,0.857142857,0.086206897,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.668578803,0.055279345,0.679256982,0.011645655,0.01124168,0.22681096,0.325223408,0.077591103,0.038140678,0.641325487,0.015956948,0.166473951,0.009916529,0.240022581,0.398544114,0.002828176,0.480811807,0.18068984,0.111258756,0.067825766,0,1,0,0.70660793,0.897959184,0.857142857,0.094827586,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.667873323,0.060649525,0.728719042,0.01297454,0.01299519,0.323345785,0.324977093,0.090327239,0.038287654,0.617294081,0.052808835,0.126669037,0.005972836,0.240022581,0.414227871,0.002795639,0.419926204,0.184070015,0.111258756,0.042698286,0,1,0,0.70660793,0.897959184,0.857142857,0.103448276,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.57141862,0.073501467,0.746591339,0.015498126,0.015214736,0.289942388,0.326175676,0.083366371,0.038687398,0.655299663,0.065387116,0.15388356,0,0.240022581,0.430559746,0.003520361,0.235055349,0.192286407,0.077138148,0.049903896,0,1,0,0.70660793,0.897959184,0.857142857,0.112068966,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.574906238,0.065158477,0.841388915,0.022300847,0.021528087,0.249374953,0.325912178,0.167465398,0.039564743,0.728342994,0.059526566,0.205557468,0.004270028,0.240022581,0.348491422,0.004770468,0.219557182,0.210149515,0.100682795,0.065201555,0,1,0,0.70660793,0.897959184,0.857142857,0.120689655,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.484134598,0.05741434,0.92567161,0.032083555,0.030681126,0.137575058,0.325425758,0.190918059,0.040533022,0.751314011,0.09228998,0.243035921,0.009011495,0.240022581,0.34244252,0.007239346,0.184132836,0.227695686,0.157513685,0.098561511,0,1,0,0.806167401,0.897959184,0.857142857,0.129310345,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.724395053,0.055375819,0.899493928,0.03716869,0.036098976,0.196836936,0.325751106,0.213151174,0.042054823,0.780187943,0.089750747,0.229456727,0.011915834,0.240022581,0.322424034,0.009493421,0.167527672,0.253848705,0.191476838,0.112691879,0,1,0,0.837004405,0.897959184,0.857142857,0.137931035,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.657651408,0.054814158,0.835586736,0.039260031,0.038392903,0.246273455,0.325647162,0.183713204,0.043160699,0.627556524,0.058347368,0.187265372,0.01368333,0.240022581,0.424754682,0.011968171,0.150922509,0.273266342,0.131143681,0.075882709,0,1,0,0.674008811,0.897959184,0.857142857,0.146551724,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.666489378,0.054155335,0.743178115,0.038528255,0.038210157,0.345328412,0.325756159,0.123480096,0.044185339,0.687245678,0.038324254,0.161411499,0.014144594,0.307401736,0.424094639,0.013438451,0.171955726,0.295568947,0.110350815,0.066395176,0,1,0,0.740088106,0.897959184,0.857142857,0.155172414,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.77818284,0.054834911,0.69620327,0.040396793,0.039844318,0.377101102,0.3263091,0.127111348,0.045489478,0.697019116,0.048664414,0.124630341,0.012399012,0.345750965,0.416346605,0.015084767,0.282656831,0.294430552,0.122152569,0.073355041,0,1,0,0.748898678,0.897959184,0.857142857,0.163793103,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.806786617,0.06985231,0.675139427,0.037887999,0.037523142,0.418422334,0.324553777,0.108153211,0.045403503,0.310075473,0.033051105,0.108721389,0.005922033,0.377244012,0.630055088,0.012755378,0.45756457,0.303682625,0.092927777,0.052484224,0,1,0,0.334801762,0.897959184,0.857142857,0.172413793,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.753949949,0.072529686,0.653278642,0.035225432,0.035500587,0.455544804,0.328449104,0.170979758,0.045064144,0.390855439,0.019315313,0.148750978,0.007825111,0.346961069,0.574593872,0.010478514,0.742066432,0.290453404,0.070957679,0.041083387,0,1,0,0.418502203,0.897959184,0.857142857,0.181034483,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.660818531,0.075859883,0.724155551,0.044151566,0.044389641,0.407708935,0.324135864,0.244208485,0.046156524,0.779448544,0.033369013,0.212428971,0.008812021,0.28602887,0.485600796,0.010905284,0.53837638,0.275116633,0.058243569,0.030288137,0,1,0,0.837004405,0.897959184,0.857142857,0.189655172,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.483108438,0.070092757,0.805863095,0.058841896,0.061138679,0.582287059,0.327072467,0.258450697,0.04790686,0.798586544,0.040729894,0.171398787,0.010451762,0.216359012,0.358372607,0.012529385,0.377859771,0.257953394,0.055844959,0.028725897,0,1,0,0.859030837,0.897959184,0.857142857,0.198275862,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.53482999,0.069648152,0.777020455,0.068170315,0.071487612,0.627116304,0.325900669,0.17557503,0.050766413,0.753182215,0.046783268,0.229622738,0.013193632,0.152555532,0.348886688,0.016012407,0.245018439,0.270907615,0.060215434,0.033728574,0,1,0,0.810572687,0.897959184,0.857142857,0.206896552,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.555134992,0.080155877,0.769418368,0.080665929,0.084055577,0.60376267,0.331080424,0.275570118,0.053649909,0.739293773,0.054993834,0.213496747,0.009519672,0.112691074,0.33213407,0.019227589,0.377490762,0.269380893,0.080537407,0.049096446,0,1,0,0.792951542,0.897959184,0.857142857,0.215517241,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.571690395,0.078378638,0.721456544,0.094625037,0.100844579,0.648656075,0.33037801,0.196988678,0.058596417,0.610552052,0.054735791,0.164734827,0.01067124,0.127377091,0.311678084,0.025614768,0.226199268,0.272251715,0.084436989,0.048657615,0,1,0,0.656387665,0.897959184,0.857142857,0.224137931,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.624240224,0.079875174,0.691954085,0.104670062,0.111084479,0.661766848,0.312085779,0.08738195,0.062968322,0.608554986,0.046176767,0.141758265,0.010240325,0.163184983,0.279236015,0.031426914,0.326937258,0.277187008,0.055638943,0.030112604,0,1,0,0.651982379,0.897959184,0.857142857,0.232758621,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.531194672,0.083306211,0.696889737,0.123792659,0.129302421,0.567605783,0.35223581,0.146287806,0.066870354,0.806644301,0.046369855,0.138901613,0.006637597,0.204694048,0.29354486,0.036117336,0.324723238,0.276724396,0.045676614,0.024126945,0,1,0,0.86784141,0.897959184,0.857142857,0.24137931,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.547692103,0.082486498,0.703459449,0.149176656,0.161987534,0.750054248,0.367100089,0.211342569,0.073809684,0.791685959,0.052339025,0.177566461,0.006815426,0.24839516,0.22888444,0.042470708,0.320295198,0.277612509,0.054329272,0.031508088,0,1,0,0.850220264,0.897959184,0.857142857,0.25,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.57452626,0.081710354,0.772062401,0.195295716,0.210774588,0.772050625,0.406161424,0.244926976,0.081437181,0.63056726,0.04218273,0.139197633,0.006497257,0.281082231,0.235077108,0.050553827,0.350184494,0.306479148,0.062996645,0.036800393,0,1,0,0.678414097,0.897959184,0.857142857,0.25862069,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.630629411,0.083342141,0.747316723,0.207676753,0.224237617,0.732009071,0.407669459,0.215870679,0.086834484,0.64273205,0.039699211,0.147550367,0.006062167,0.313567208,0.289042771,0.063548969,0.380073791,0.328620314,0.061068927,0.035808634,0,1,0,0.691629956,0.897959184,0.857142857,0.267241379,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.648218271,0.07429937,0.721401243,0.209577214,0.224731221,0.752196664,0.434199674,0.279919876,0.089137882,0.677452971,0.044266497,0.150629445,0.010261674,0.345087441,0.274143823,0.067106954,0.261623615,0.33970855,0.062172582,0.036458105,1,1,0,0.726872247,0.897959184,0.857142857,0.275862069,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.779143621,0.091365932,0.693753428,0.168309153,0.18935228,0.885412013,0.316826501,0.133140246,0.082451218,0.245619853,0.027547257,0.279950747,0.013896301,0.368082662,0.330498731,0.056668131,0.362361631,0.386283508,0.08193537,0.04838554,0,1,0,0.264317181,0.897959184,0.857142857,0.284482759,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
